Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views
2023-03-18 01:41:03.243074,https://twitter.com/TheRillMe/status/1635605169537945601,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@TheRillMe,MAVERICK 🔱,"💗 SG | KTP | AL | TS | 

                                                                                he/him | ue! 🥞🌷🌷🌷",False,2010-10-05 10:06:26+00:00,194,157,MDO x MNL,what a rally. grabe ang depensa ng dalawang teams na to. #PVL2023,,text,2023-03-14 11:33:55+00:00,,,74134,0,0,0,310.0
2023-03-18 01:41:03.244073,https://twitter.com/tianknows_/status/1635605112747065344,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@tianknows_,Tian ☠️,,False,2021-11-30 17:33:03+00:00,80,143,,"ang ganda ng rally hahahahaha

#PVL2023",,text,2023-03-14 11:33:41+00:00,,,3811,0,0,0,343.0
2023-03-18 01:41:03.244073,https://twitter.com/wretchedkleya/status/1635605106107518976,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@wretchedkleya,Kleyannah Louise,,False,2021-11-22 21:05:28+00:00,20,5,,gagiiiiii ang ganda ng rally 😍 #PVL2023,,text,2023-03-14 11:33:40+00:00,,,5316,0,0,0,308.0
2023-03-18 01:41:03.244073,https://twitter.com/k4b4d1ng4n/status/1635604941023899649,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@k4b4d1ng4n,puuuur,krooo krooo | vb-svt-and other kabadingan tingz,False,2022-10-16 01:13:58+00:00,101,1,rainbow,Sana naman kayanin ang malinaw na coverage kahit isang rally lang 😭🙏 #PVL2023 #PVLAFC2023,,text,2023-03-14 11:33:00+00:00,,,948,0,0,0,363.0
2023-03-18 01:41:03.244073,https://twitter.com/polontoy/status/1635604320929607681,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@polontoy,Paul 🌷,Multiverse 🌌,False,2012-08-28 07:32:44+00:00,1597,1436,,"Mahina signal ng OneSports sa Iloilo nakakaurat ang glitches timing pa maganda ang rally 😒
#PVL2023",,text,2023-03-14 11:30:32+00:00,,,99691,0,0,0,535.0
2023-03-18 01:41:03.244073,https://twitter.com/jemARTeee/status/1635603702328459264,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@jemARTeee,JeMaganda,,False,2023-01-03 23:45:15+00:00,44,4,,Yung long rally nagiging short sa pangit ng coverage 🫠 #PVL2023,,text,2023-03-14 11:28:05+00:00,,,160,0,0,0,422.0
2023-03-18 01:41:03.244073,https://twitter.com/uplbgabyouth/status/1635597598751956993,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@uplbgabyouth,GABRIELA Youth - UPLB #67Gabriela,The youth arm of GABRIELA in the University of the Philippines Los Baños. #JoinGYUPLB 💜 #JoinNDMOs,False,2019-09-15 08:26:55+00:00,252,1225,,"patuloy nating patatambuling bigyan ng tapat na hustisya ang kaso ni Alexa.

Inaanyayahan ang bawat indibidwal, organisasyon, pormasyon, at mga kaalyado na makiisa sa ating Social Media Rally ngayong March 14, 7pm para paingayin ang ating panawagang #PalayainSiAlexa!",,text,2023-03-14 11:03:50+00:00,,,410,1,0,0,84.0
2023-03-18 01:41:03.244073,https://twitter.com/robertkastor/status/1635596700588052486,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@robertkastor,kastor (tentative),ashley simpson - pieces of me,False,2018-01-11 00:39:01+00:00,154,685,,@jamesvitaliano Tsaka maganda vocabulary and diction. Konting emotions lang siguro pag dikdikan yung rally para mafeel din ng team bahay.,,text,2023-03-14 11:00:15+00:00,,,10591,0,0,0,94.0
2023-03-18 01:41:03.244073,https://twitter.com/uplbgabyouth/status/1635596638428483588,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@uplbgabyouth,GABRIELA Youth - UPLB #67Gabriela,The youth arm of GABRIELA in the University of the Philippines Los Baños. #JoinGYUPLB 💜 #JoinNDMOs,False,2019-09-15 08:26:55+00:00,252,1225,,"❗️❗️SOCIAL MEDIA RALLY❗️❗️

Sa March 15, hahatulan na ng RTC Lucena City Branch 56 si Alexa Pacalda, isang human rights worker, ukol sa mga gawa-gawang kaso na ipinataw sa kanya noong 2020. Ang panawagan natin ay ang tuluyang paglaya ni Alexa laban sa mga akusasyon sa kanyang... https://t.co/H07pUGsRfi",,text,2023-03-14 11:00:01+00:00,,,410,2,18,1,2010.0
2023-03-18 01:41:03.244073,https://twitter.com/GazmoEd/status/1635589987717763073,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@GazmoEd,JayDamet,Alingawngaw noon hangang ngayon,False,2022-05-12 18:18:19+00:00,85,12,,"@karenvaughn_ Walang  presidente kahit gaano ka popular ay umabot ng 21m?...sa mga rally, walang sinyales na nanalo si Bobong? tapos lamang 16m? ilabas ang ebidensiya ng Dabaw Kinomelec, Logistics, Smartmagic. at Telcos... patunayan ang 31milyon! kungdi gaya ng dati.. mandaraya mga Marcos?",,text,2023-03-14 10:33:35+00:00,,,1430,1,1,0,17.0
2023-03-18 01:41:03.244073,https://twitter.com/lagospostdotng/status/1635558635668381697,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@lagospostdotng,LagosPost.ng,"Empowering Lagosians with credible and trusted information that will keep them informed, knowledgeable, and educated.",False,2021-08-03 14:17:52+00:00,30,4092,"Lagos, Nigeria",2023 guber election: Aregbesola urges APC stalwarts to rally support for Sanwo-Olu https://t.co/A84BzLrS75 https://t.co/IeEXAVUupl,,text,2023-03-14 08:29:00+00:00,,,519,0,0,0,28.0
2023-03-18 01:41:03.244073,https://twitter.com/lopezclairee/status/1635555425407082496,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@lopezclairee,clair,views are my own | she/her,False,2012-11-18 04:58:32+00:00,396,762,,ang cute ng mga outfits sa love on tour parang leni-kiko rally eleganza version hahaha,,text,2023-03-14 08:16:15+00:00,,,55932,1,0,0,278.0
2023-03-18 01:41:03.244073,https://twitter.com/NGAutoArt/status/1635526129632026624,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@NGAutoArt,Neil Gardner,"Artist with a passion for cars, aircraft and people. I draw them, too! Engaged to Kerrie, Dad to Mini NG. Proudly ‘Artist in Residence’ at Radio Le Mans.",False,2014-03-24 12:24:41+00:00,951,2204,"Leicestershire, England","Hello Twitter, here is yesterday’s #MondayDoodle - Markku Alen’s Lancia Delta S4. Perhaps not the obvious part of the car to draw, but it was a challenge! 
I hope you like it.. 
Pencil on Bristol, A3. £175 + P&amp;P.
#Lancia #GroupB #Rally #WRC #MartiniMonday #rslstudio #ngautoart https://t.co/R7aUO9ZxC9",,text,2023-03-14 06:19:50+00:00,,,50559,3,6,2,4402.0
2023-03-18 01:41:03.244073,https://twitter.com/thepupskm/status/1635516610126712832,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@thepupskm,PUP Sentral na Konseho ng Mag-aaral,"The Official Account of the PUP Sentral na Konseho ng Mag-aaral.

Serve the people!

Email: centralstudentcouncil@iskolarngbayan.pup.edu.ph",False,2021-10-25 13:29:28+00:00,28,812,PUP Manila,"And in the afternoon, we will support our athletes in the NCRAA through a pep rally! We will also relive our physical setup of ""BS Org"" culture through the PUP LIGAYA which will allow us to engage in different booth activities provided by our student councils and",,text,2023-03-14 05:42:00+00:00,,,39,1,0,0,179.0
2023-03-18 01:41:03.244073,https://twitter.com/UzoAnazodo/status/1635495953808388101,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@UzoAnazodo,Rally,"Let's talk politics, music, movies...
Life is too short to carry a grudge!",False,2012-04-28 20:38:38+00:00,224,191,,"@its_nec @OPay_NG Both companies don't have a physical address or customer care  number you can reach out to? 
Why would @OPay_NG have the beneficiary registered on their system without consent? As shown by the account number.",,text,2023-03-14 04:19:56+00:00,,,5744,2,1,0,97.0
2023-03-18 01:41:03.244073,https://twitter.com/k_aletha/status/1635475471424192512,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@k_aletha,❤💚🐼 aletha,"i don't have to be perfect to be confident. 

#BBMSARA2022

#GulfKanawut

#Seungri

#JacksonWang",False,2011-06-08 13:52:26+00:00,5657,8572,,@marialeijorge Kahit sa school ng niece ko ganyan. Catholic school yun with nuns. Prayer rally pa nga ang tawag pero may placards ni Leni,,text,2023-03-14 02:58:32+00:00,,,373123,1,3,0,154.0
2023-03-18 01:41:03.244073,https://twitter.com/fang0036/status/1635466021720166401,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@fang0036,NatGasCollector,"Natural Gas is leading the market now. 
#Natgas daily commentary and market analysis. 
$UNG $BOIL $KOLD",False,2012-04-21 16:19:44+00:00,78,2091,Singapore,"The Monday rally was largely fuelled by #weather models trending colder. We gained ~15 HDDs compared with yesterday. 

If this pattern continues, we can expect a tighter start of around 200 Bcf surpluses in #natgas inventory to the injection season.
$ung $kold $boil $ng https://t.co/zbSraJVPF3",,text,2023-03-14 02:20:59+00:00,,,11756,2,1,0,4506.0
2023-03-18 01:41:03.244073,https://twitter.com/CityMouse14/status/1635445509707145216,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@CityMouse14,CityMouse,"Sniffing around & finding things. Some are good, but there are plenty of bad humans, all over the world.

Never posts a lie. What's the point?",False,2020-08-05 08:42:21+00:00,224,175,,"@k_aletha Tingnan mo na lang mga rally ng kakampinks, uso sa kanila ang nag share ng mga biyaya. Samantalang rally ng pulangaw, nag aagawan ng giveaway. Hahaha",,text,2023-03-14 00:59:29+00:00,,,8506,0,0,0,35.0
2023-03-18 01:41:03.244073,https://twitter.com/MendenillaM/status/1635427268012154880,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@MendenillaM,Kagandahan,"Entrepreneur
Farmer
Hindi ako mabait",False,2021-09-21 06:21:11+00:00,810,156,Philippines,"@joseph_edralin @News5PH Sa bagay. Pero wg ka mag alala kasi nag babayad naman ako ng tama sa tax yearly kaya may karapatan ako mag reklamo. Un lang 'di ako mahilig mag rally, pero mahilig po ako mag reklamo. :) Kung paano nagibing bayani silang tatlo tinuro po un, nung nag aaral tayo, 'di nyo tanda? 🤣",,text,2023-03-13 23:47:00+00:00,,,21770,2,0,0,7.0
2023-03-18 01:41:03.244073,https://twitter.com/w0ng_again/status/1635424222750048256,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@w0ng_again,Andy a.k.a. Jin (进)🌻 🇺🇦 #StandWithUkraine,"Followed by @glennkirschner2.
Our Constitution is necessity for Democracy. We must wield it w/Rule of Law & accountability. Because #JusticeMatters.",False,2021-01-28 13:17:01+00:00,9211,10009,,"all those folks going to the trump rally are gonna come outta there broke as fuck
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",,text,2023-03-13 23:34:54+00:00,,,27486,4,3,0,446.0
2023-03-18 01:41:04.553888,https://twitter.com/MattM5001/status/1635422064449552387,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@MattM5001,Steve Howe,Awake but not Woke🇺🇸🇺🇸🇺🇸,False,2016-07-24 20:51:31+00:00,5048,3348,"Bowleys Quarters, MD",@notMarkWoodall @EdKrassen It was a rally at the Monument……and we could say if Pelosi would have complied with the request for NG…also we could say why were her daughter and others there to “film” the goings on in the House..but it was a set up from the beginning….just ask Nancy,,text,2023-03-13 23:26:19+00:00,,,244641,6,0,0,617.0
2023-03-18 01:41:04.553888,https://twitter.com/Bubbly0011/status/1635413688583847937,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@Bubbly0011,NitroB,,False,2013-05-16 13:30:32+00:00,230,20,,"@akoybisdak @miamihart Tanga, rally lahat yan ng bbm. Potang ina ka! Hahaha wag kana mag twitter malabo maya mo. Nyeta ka",,text,2023-03-13 22:53:02+00:00,,,1676,1,0,0,92.0
2023-03-18 01:41:04.553888,https://twitter.com/MrLorag/status/1635402890495004673,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@MrLorag,Lorag AG,"Well-traveled self-employed Ilocano bachelor w/ keen interest on int'l and nat'l affairs; a UPD Mining Eng'g grad; PERA, HINDI BAKUNA! TRABAHO, HINDI AYUDA!!",False,2016-08-05 06:58:01+00:00,2545,606,"Ilocos Norte, PHL","@jaeager11 Para lang yan yun mga nauto nung Nederland Megalomaniac. Bahala ka sa buhay mo pag na truncheon ka ng Metrocom o nakasuhan ka ng pulis. Sinagot ba ng ""kilusan"" ang gastos sa ospital nun mabaril sa rally ang kapatid ko? Babala yan sa mga nagpapauto: wag itaya ang buhay sa sira ulo",,text,2023-03-13 22:10:08+00:00,,,16012,3,4,0,2561.0
2023-03-18 01:41:04.553888,https://twitter.com/NGInews/status/1635397479188545536,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@NGInews,Natural Gas Intel,"Welcome to the official Twitter handle of Natural Gas Intelligence. 
NGI is a leading provider of #NaturalGas & #Shale news/market data to the energy industry.",False,2009-03-04 20:43:40+00:00,1011,18501,,Natural Gas Futures Rally On Looming Cold Weather; Cash Prices Cruise https://t.co/DQZXVY0iVA #NatGas #ONGT,,text,2023-03-13 21:48:37+00:00,,,2529,0,2,0,1296.0
2023-03-18 01:41:04.553888,https://twitter.com/kaho_koda/status/1635379720417337352,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@kaho_koda,Kaho Koda,,False,2021-02-09 07:38:05+00:00,33,1,,@miamihart Oyyy basahin mabuti ung tweet BBM supporter  yan hndi yan Leni 😂 Mga rally yan ng BBM Sara hndi ng Pink nation.,,text,2023-03-13 20:38:03+00:00,,,196,0,0,0,7.0
2023-03-18 01:41:04.554890,https://twitter.com/NGInews/status/1635374567253475328,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@NGInews,Natural Gas Intel,"Welcome to the official Twitter handle of Natural Gas Intelligence. 
NGI is a leading provider of #NaturalGas & #Shale news/market data to the energy industry.",False,2009-03-04 20:43:40+00:00,1011,18501,,"TTF Rally Ends Swiftly as Weather Shifts, but Upside Risk Remains – LNG Recap https://t.co/j8rKFClIue #NatGas #ONGT",,text,2023-03-13 20:17:35+00:00,,,2529,0,0,0,1144.0
2023-03-18 01:41:04.554890,https://twitter.com/AbanteNews/status/1635370151074754566,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@AbanteNews,Abante News Online,"Abante ang pinakamatinding tabloid sa Pilipinas ngayon! Mag-like, mag-follow at maging updated sa mga balitang sumasagitsit at pumupulandit - mainit-init pa!",False,2010-08-26 06:04:42+00:00,197,10206,Republic of the Philippines,"SINALAG nina Julius Randle at ng Knicks ang rally ng Lakers.
https://t.co/OJ4Rb03qW9
#TunayNaTabloidista  
#AbanteSports
#JuliusRandle
@nyknicks",,text,2023-03-13 20:00:02+00:00,,,14685,0,0,0,33.0
2023-03-18 01:41:04.554890,https://twitter.com/Alabamz1/status/1635368484946460672,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@Alabamz1,Alabama Fan,,False,2020-07-21 22:44:29+00:00,461,98,,@Erik75071631 @horribleseer @Wackydoodle1st @JDunlap1974 The  point is Trump was engage in a rally at the time and he gave respect to those two and asked if they wanted an additional 10 NG there.   The article also shows that speaker and mayor rejected the suggestion.   Not the behavior of someone wanting riots.,,text,2023-03-13 19:53:25+00:00,,,713,1,0,0,27.0
2023-03-18 01:41:04.554890,https://twitter.com/joseph_edralin/status/1635365612968091648,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@joseph_edralin,Joseph Edralin,,False,2023-01-05 02:34:05+00:00,28,1,,"@MendenillaM @News5PH Andyan kung di nagbayad ng Tax magreklamo🤣di ba mahilig nmn kayo sa rally,peoples power bkit di nyo i try o mahirap ng mapahiya at mapagtwanan🤣🤣🤣papaano naging bayani sa papaanong paraan ikumpara mo pa kina RIZAL AT BONIFACIO🤣🤣🤣",,text,2023-03-13 19:42:00+00:00,,,3,1,0,0,8.0
2023-03-18 01:41:04.554890,https://twitter.com/titopotpot/status/1635357033850634240,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@titopotpot,Omar Rivera,,False,2023-02-05 20:30:39+00:00,58,3,"Hartford, CT",@natoreyes @VinceTanada No rally no money tlga tong si baba. Lahat nlng ng administration kinakalaban hahaha,,text,2023-03-13 19:07:54+00:00,,,6,0,0,0,2.0
2023-03-18 01:41:04.554890,https://twitter.com/Alabamz1/status/1635310544755527681,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@Alabamz1,Alabama Fan,,False,2020-07-21 22:44:29+00:00,461,98,,"@Erik75071631 @horribleseer @Wackydoodle1st @JDunlap1974 You do understand that Trump asking before the rally...on J5...you are pushing a boulder up hill in argument because they wouldn't have to had enact if they would have said ""Yes"" to his inquire for addiontional NG, right?",,text,2023-03-13 16:03:11+00:00,,,713,0,0,0,16.0
2023-03-18 01:41:04.554890,https://twitter.com/TraderMikeyB/status/1635293635943211010,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@TraderMikeyB,Mike Butler,"Serial optimist, https://t.co/FjQ2DBTexz follow trader, #whiteboard artist, fitness enthusiast, poker player, DFS junkie.  Trades posted are not recommendations/advice.",False,2015-06-16 17:12:22+00:00,259,16110,"Chicago, IL",Closed $SLV long calls left over from call zebra for a nice $182 winner on this big rally - closed /NG short put spread for $120 winner from last week: https://t.co/m6rUXc0brH,,text,2023-03-13 14:55:59+00:00,,,9378,0,1,0,1170.0
2023-03-18 01:41:04.554890,https://twitter.com/OperaNewsHubNG/status/1635273741436588033,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@OperaNewsHubNG,Opera News Hub Nigeria,"Express Yourself, Reach the World
Email: 📩feedback-newshub@operanewshub.com",False,2019-10-23 16:37:14+00:00,60,6942,"Lagos, Nigeria","Wife of Anambra State Governor, Mrs Nonye Soludo has appealed to women in the state to rally round candidates of the All Progressives Grand Alliance (APGA) in Saturday March 18th, 2023 State House Of Assembly election.

https://t.co/nOGd9HRGRS.

#OperaNewsHub https://t.co/EAnK3wZe0Q",,text,2023-03-13 13:36:56+00:00,,,5475,0,0,0,103.0
2023-03-18 01:41:04.554890,https://twitter.com/NaijSadang/status/1635273696331071490,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@NaijSadang,Naij,typical eyebagged arki (New account),False,2023-02-10 15:25:40+00:00,41,34,,"I'm still hearing her voice saying, ""Sorry, hindi ako magaling magpaint"", and Sen. Kiko, ""Salamat sa mga ginagawa niyo para sa bayan"". 

i was CRAZY SHOUTING while driving going back sa venue ng rally that time!! napaka surreal nung moment! Can we just bring back that time!? 😭",,text,2023-03-13 13:36:45+00:00,,,60,0,0,0,50.0
2023-03-18 01:41:04.554890,https://twitter.com/bongbi05/status/1635268016912072707,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@bongbi05,bongbi,"Just a simple guy / Anti-red /anti-yellow/ anti-damaso 
👊✌️",False,2018-06-19 15:47:15+00:00,1537,772,"Central Luzon, Republic of the",@miamihart Sinama pa hometown ko shet. Eh di naman sya pinansin dun. balwarte pa daw kuno ng Aquino. Mga ulul! Hakot lang mga umattend sa rally dun.,,text,2023-03-13 13:14:11+00:00,,,21390,1,0,0,27.0
2023-03-18 01:41:04.554890,https://twitter.com/uplbgabyouth/status/1635234246712229888,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@uplbgabyouth,GABRIELA Youth - UPLB #67Gabriela,The youth arm of GABRIELA in the University of the Philippines Los Baños. #JoinGYUPLB 💜 #JoinNDMOs,False,2019-09-15 08:26:55+00:00,252,1225,,"‼️SOCIAL MEDIA RALLY‼️

Sa darating na March 15, hahatulan na ng RTC Lucena City Branch 56 si Alexa Pacalda, isang human rights worker, ukol sa mga gawa-gawang kaso na ipinataw sa kanya noong 2020. Ang panawagan natin ay ang tuluyang paglaya ni Alexa laban sa mga akusasyon... https://t.co/PCK3iY8J3T",,text,2023-03-13 11:00:00+00:00,,,410,2,24,0,1954.0
2023-03-18 01:41:04.554890,https://twitter.com/macquinosa08/status/1635232431153491969,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@macquinosa08,Mac Quiñosa,• Events Director / Consultant / Organizer • Chef • Wanderlust • Party Animal • Bookworm • Dum vivimus vivamus •,False,2009-06-27 11:52:29+00:00,78,441,"Kitchen, beaches and clubs. ","@coconutmilk_49 Nako Madam, after ko nag out na Director ako ni Madam nabash ako ng malala. 😂 Napaka controversial nyang Isabela rally na yan. Buti wala akong pake sa bashers. 😂",,text,2023-03-13 10:52:47+00:00,,,1217,1,0,0,10.0
2023-03-18 01:41:04.554890,https://twitter.com/olymptrade_ng/status/1635220210436427777,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@olymptrade_ng,OlympTrade_Nigeria,"Twitter handle for Authentic Olymp Traders in Nigeria and Africa.
https://t.co/uvivOZt609",False,2020-10-06 06:11:41+00:00,596,185,"Lagos, Nigeria","TOP 3 HIGH VOLATILITY ASSETS FROM 6TH - 12TH MARCH, 2023

(1) Tesla stock declined 5.4% after the company’s Investor Day.

(2) Litecoin plunged following a Bitcoin-led downslide.

(3) NASDAQ grew 3.15% due to rally of blue chip stocks, like Apple, Baidu and Meta.

Trade to Win! https://t.co/FQeLGljQcn",,text,2023-03-13 10:04:13+00:00,,,289,0,0,0,92.0
2023-03-18 01:41:04.554890,https://twitter.com/daranganboy/status/1635216845849632769,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@daranganboy,larry s. santos,"30 years working in the intersection between humanitarian, peacebuilding and development investments.",False,2010-05-20 04:44:33+00:00,2306,132,,"@KabataanPL at para pumili ng aasawahing kabataang babae ang mga kumander ng CPP NPA NDF, 
sa rally ang eyeball.",,text,2023-03-13 09:50:51+00:00,,,3431,0,0,0,10.0
2023-03-18 01:41:04.554890,https://twitter.com/taeoxzeus/status/1635213090219491328,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@taeoxzeus,mencía,— for jaeyongwoo ♡ || met 9 of neos ✨,False,2021-01-19 11:01:02+00:00,469,452,any pronouns 20+ 🇵🇭,nakakita ako kanina ng trike na may 127 na sticker na nakalagay sa harap and my mouth LIT RALLY SAID PUKU PUKU POW POW PUKU PUKU POW POW,,text,2023-03-13 09:35:56+00:00,,,37521,0,0,0,29.0
2023-03-18 01:41:05.944945,https://twitter.com/NGAutoArt/status/1635194669226401792,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@NGAutoArt,Neil Gardner,"Artist with a passion for cars, aircraft and people. I draw them, too! Engaged to Kerrie, Dad to Mini NG. Proudly ‘Artist in Residence’ at Radio Le Mans.",False,2014-03-24 12:24:41+00:00,951,2204,"Leicestershire, England","Not only #MondayDoodle day, but also #MartiniMonday ! 
What do you think today’s subject will be? 

#ngautoart #rslstudio #race #rally https://t.co/aZDK8c8pbG",,text,2023-03-13 08:22:44+00:00,,,50559,11,7,0,3467.0
2023-03-18 01:41:05.944945,https://twitter.com/crossroads1214/status/1635192071463276552,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@crossroads1214,ILYAS🇵🇭,,False,2013-11-12 00:49:06+00:00,181,44,,"@TFCNewsNow @ABSCBNNews Tinawag kaya itong communist-inspired rally ng goberyno sa France? Hindi!
Narrow-minded @indaysara .",,text,2023-03-13 08:12:24+00:00,,,772,0,0,0,60.0
2023-03-18 01:41:05.944945,https://twitter.com/ChristianusRick/status/1635189709843599361,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@ChristianusRick,Ricardo Gobres,"Materials/Procurement Specialist OFW, not a troll real account here. BTS Army and SB19- A' tin. Loves K-drama esp. Historical.",False,2011-04-16 11:54:49+00:00,1819,1504,,"@itzmehdarlita Tandaan mo, Hindi lang kayong progressibong grupo/ Komunista ang may karapatang mag rally at gumawa ng mga pagpupulong. Ang kabilang panig din ay may karapatan na binigay ng Konstitusyon.",,text,2023-03-13 08:03:01+00:00,,,5118,0,1,0,75.0
2023-03-18 01:41:05.944945,https://twitter.com/blairwiIIows/status/1635167717547479041,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@blairwiIIows,:p,live laugh love wonyoung 🦢 ⋆.࿐,False,2021-12-16 01:48:14+00:00,62,50,she/her,yung confetti ng skz concert is giving leni-kiko rally idk 😭,,text,2023-03-13 06:35:38+00:00,,,5522,0,0,0,85.0
2023-03-18 01:41:05.944945,https://twitter.com/krtman87/status/1635158923702587392,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@krtman87,Oscar Tolentino,,False,2016-06-21 09:59:06+00:00,70,10," Manila, Philippines",@ToniSpeakEasy @thatsopetty Kung nasisiil ka hahawak ka ba ng armas sa paglaban sa gobyerno? Yong mga estudyante nabudol pa rally rally lang sa simula. Pag hinog na ang galit sa puso nila. Sa bundok na ang punta iiwanan ang mga magulang. Kung minalas nakakahon na pag uwi sa kanila. Dahil pinalaya si Joma.,,text,2023-03-13 06:00:41+00:00,,,1625,1,0,0,9.0
2023-03-18 01:41:05.944945,https://twitter.com/SharonCaey1/status/1635148585959591938,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@SharonCaey1,BOO,,False,2016-02-10 05:38:53+00:00,185,31,,"@DianeBernaerts @winningatmylife YES, for the NG. He asked for protection for those at the RALLY. nancy pelosi did not follow through.",,text,2023-03-13 05:19:37+00:00,,,2194,1,0,0,9.0
2023-03-18 01:41:05.944945,https://twitter.com/mrsunlawyer/status/1635147059073531904,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@mrsunlawyer,Demontitang Aczar mrsunlawyer@mas.to,"Rabble-rouser extraordinaire. Liberté, Egalité, Cadburé, Ladurée. Lives for receipts, hot scalding tea, and wig snatching. Mean Matrona. Smutty novels FTW!",False,2010-08-14 18:03:26+00:00,3564,20836,"Manila, Philippines","@bashgita @moneyedCapital @verafiles Onga ano?

So since hindi ka rin naman nagrarally against the NPA, di hindi mo rin pala sila hate, going by your logic, 
@moneyedCapital? 

Mauna ka nga naman muna to prove na hate mo sila through starting a rally bago ka nang challenge ng iba.",,text,2023-03-13 05:13:33+00:00,,,101752,0,0,1,272.0
